Plant_ID,Alias,Alias_Type,Normalized_Alias
Adiantum pedatum,Adiantum pedatum,scientific,adiantum pedatum
Adiantum pedatum,Maidenhair Fern,common_name,maidenhair fern
Equisetum hyemale,Equisetum hyemale,scientific,equisetum hyemale
Equisetum hyemale,Scouring-rush Horsetail,common_name,scouring rush horsetail
Equisetum hyemale,Horsetail,common_name,horsetail
Equisetum hyemale,Scouring Rush,common_name,scouring rush
Equisetum hyemale,Canuela,common_name,canuela
Marsilea macropoda,Marsilea macropoda,scientific,marsilea macropoda
Marsilea macropoda,Bigfoot Water-clover,common_name,bigfoot water clover
Marsilea macropoda,Water-clover,common_name,water clover
Marsilea macropoda,Clover-fern,common_name,clover fern
Marsilea macropoda,Largefoot Pepperwort,common_name,largefoot pepperwort
Marsilea macropoda,Bigfoot Waterclover,npsot_common_name,bigfoot waterclover
Andropogon gerardii,Andropogon gerardii,scientific,andropogon gerardii
Andropogon gerardii,Big Bluestem,common_name,big bluestem
Andropogon gerardii,Tall Bluestem,common_name,tall bluestem
Andropogon gerardii,Turkeyfoot,common_name,turkeyfoot
Andropogon glomeratus,Andropogon glomeratus,scientific,andropogon glomeratus
Andropogon glomeratus,Bushy Bluestem,common_name,bushy bluestem
Andropogon glomeratus,Brushy Bluestem,common_name,brushy bluestem
Andropogon virginicus,Andropogon virginicus,scientific,andropogon virginicus
Andropogon virginicus,Broomsedge Bluestem,common_name,broomsedge bluestem
Andropogon virginicus,Broomsedge,npsot_common_name,broomsedge
Aristida purpurea,Aristida purpurea,scientific,aristida purpurea
Aristida purpurea,Purple Threeawn,common_name,purple threeawn
Aristida purpurea,Purple 3-awn,common_name,purple 3 awn
Aristida purpurea,Purple Three-awn,common_name,purple three awn
Aristida purpurea,Red Threeawn,common_name,red threeawn
Bothriochloa laguroides,Bothriochloa laguroides,scientific,bothriochloa laguroides
Bothriochloa laguroides,Silver Bluestem,common_name,silver bluestem
Bothriochloa laguroides,Silver Beardgrass,common_name,silver beardgrass
Bouteloua curtipendula,Bouteloua curtipendula,scientific,bouteloua curtipendula
Bouteloua curtipendula,Sideoats Grama,common_name,sideoats grama
Bouteloua curtipendula,Banderilla,common_name,banderilla
Bouteloua curtipendula,Banderita,common_name,banderita
Bouteloua curtipendula,Navajita,common_name,navajita
Bouteloua dactyloides,Bouteloua dactyloides,scientific,bouteloua dactyloides
Bouteloua dactyloides,Buffalograss,common_name,buffalograss
Bouteloua dactyloides,Buffalo Grass,common_name,buffalo grass
Bouteloua gracilis,Bouteloua gracilis,scientific,bouteloua gracilis
Bouteloua gracilis,Blue Grama,common_name,blue grama
Bouteloua rigidiseta,Bouteloua rigidiseta,scientific,bouteloua rigidiseta
Bouteloua rigidiseta,Texas Grama,common_name,texas grama
Chasmanthium latifolium,Chasmanthium latifolium,scientific,chasmanthium latifolium
Chasmanthium latifolium,Inland Sea Oats,common_name,inland sea oats
Chasmanthium latifolium,Indian Wood Oats,common_name,indian wood oats
Chasmanthium latifolium,Wild Oats,common_name,wild oats
Chasmanthium latifolium,River Oats,common_name,river oats
Chasmanthium latifolium,Flathead Oats,common_name,flathead oats
Chasmanthium latifolium,Upland Oats,common_name,upland oats
Chasmanthium latifolium,Upland Sea Oats,common_name,upland sea oats
Elymus canadensis,Elymus canadensis,scientific,elymus canadensis
Elymus canadensis,Canada Wildrye,common_name,canada wildrye
Elymus canadensis,Prairie Wildrye,npsot_common_name,prairie wildrye
Eragrostis hirsuta,Eragrostis hirsuta,scientific,eragrostis hirsuta
Eragrostis hirsuta,Big Top Love Grass,common_name,big top love grass
Eragrostis hirsuta,Big Top Lovegrass,npsot_common_name,big top lovegrass
Eragrostis spectabilis,Eragrostis spectabilis,scientific,eragrostis spectabilis
Eragrostis spectabilis,Purple Lovegrass,common_name,purple lovegrass
Eragrostis spectabilis,Purple Love Grass,common_name,purple love grass
Eragrostis spectabilis,Purple Plains Lovegrass,common_name,purple plains lovegrass
Eragrostis spectabilis,Tumblegrass,common_name,tumblegrass
Eragrostis spectabilis,Petticoat Climber,common_name,petticoat climber
Eragrostis trichodes,Eragrostis trichodes,scientific,eragrostis trichodes
Eragrostis trichodes,Sand Love Grass,common_name,sand love grass
Eragrostis trichodes,Sand lovegrass,common_name,sand lovegrass
Eriochloa sericea,Eriochloa sericea,scientific,eriochloa sericea
Eriochloa sericea,Texas Cupgrass,common_name,texas cupgrass
Leersia oryzoides,Leersia oryzoides,scientific,leersia oryzoides
Leersia oryzoides,Rice Cutgrass,common_name,rice cutgrass
Leersia oryzoides,Rice Cut Grass,common_name,rice cut grass
Muhlenbergia lindheimeri,Muhlenbergia lindheimeri,scientific,muhlenbergia lindheimeri
Muhlenbergia lindheimeri,Lindheimer's Muhly,common_name,lindheimer s muhly
Muhlenbergia lindheimeri,Lindheimer Muhly,common_name,lindheimer muhly
Muhlenbergia lindheimeri,Big Muhly,common_name,big muhly
Muhlenbergia lindheimeri,Blue Muhly,common_name,blue muhly
Muhlenbergia reverchonii,Muhlenbergia reverchonii,scientific,muhlenbergia reverchonii
Muhlenbergia reverchonii,Seep Muhly,common_name,seep muhly
Muhlenbergia schreberi,Muhlenbergia schreberi,scientific,muhlenbergia schreberi
Muhlenbergia schreberi,Nimblewill,common_name,nimblewill
Muhlenbergia utilis,Muhlenbergia utilis,scientific,muhlenbergia utilis
Muhlenbergia utilis,Aparejo Grass,common_name,aparejo grass
Muhlenbergia utilis,Aparejo Muhly,common_name,aparejo muhly
Panicum virgatum,Panicum virgatum,scientific,panicum virgatum
Panicum virgatum,Switchgrass,common_name,switchgrass
Panicum virgatum,Wand Panic Grass,common_name,wand panic grass
Poa arachnifera,Poa arachnifera,scientific,poa arachnifera
Poa arachnifera,Texas Bluegrass,common_name,texas bluegrass
Poa arachnifera,Texas Blue Grass,common_name,texas blue grass
Schizachyrium scoparium,Schizachyrium scoparium,scientific,schizachyrium scoparium
Schizachyrium scoparium,Little Bluestem,common_name,little bluestem
Schizachyrium scoparium,Popotillo Azul,common_name,popotillo azul
Setaria scheelei,Setaria scheelei,scientific,setaria scheelei
Setaria scheelei,Southwestern Bristlegrass,common_name,southwestern bristlegrass
Setaria scheelei,Scheele's Bristlegrass,common_name,scheele s bristlegrass
Setaria scheelei,Scheele's Foxtail Grass,common_name,scheele s foxtail grass
Setaria scheelei,Foxtail Grass,common_name,foxtail grass
Sorghastrum nutans,Sorghastrum nutans,scientific,sorghastrum nutans
Sorghastrum nutans,Indiangrass,common_name,indiangrass
Sorghastrum nutans,Yellow Indiangrass,common_name,yellow indiangrass
Sorghastrum nutans,Indian Grass,common_name,indian grass
Tridens albescens,Tridens albescens,scientific,tridens albescens
Tridens albescens,White Tridens,common_name,white tridens
Tridens albescens,White Top,common_name,white top
Tridens flavus,Tridens flavus,scientific,tridens flavus
Tridens flavus,Purpletop Tridens,common_name,purpletop tridens
Tripsacum dactyloides,Tripsacum dactyloides,scientific,tripsacum dactyloides
Tripsacum dactyloides,Eastern Gamagrass,common_name,eastern gamagrass
Tripsacum dactyloides,Fakahatchee Grass,common_name,fakahatchee grass
Achillea millefolium,Achillea millefolium,scientific,achillea millefolium
Achillea millefolium,Common Yarrow,common_name,common yarrow
Achillea millefolium,Western Yarrow,common_name,western yarrow
Achillea millefolium,Yarrow,common_name,yarrow
Achillea millefolium,Milfoil,common_name,milfoil
Acmella oppositifolia var. repens,Acmella oppositifolia var. repens,scientific,acmella oppositifolia var repens
Acmella oppositifolia var. repens,Spotflower,common_name,spotflower
Acourtia runcinata,Acourtia runcinata,scientific,acourtia runcinata
Acourtia runcinata,Featherleaf Desertpeony,common_name,featherleaf desertpeony
Acourtia runcinata,Peonia,common_name,peonia
Acourtia wrightii,Acourtia wrightii,scientific,acourtia wrightii
Acourtia wrightii,Brownfoot,common_name,brownfoot
Acourtia wrightii,Pink Perezia,common_name,pink perezia
Amsonia ciliata,Amsonia ciliata,scientific,amsonia ciliata
Amsonia ciliata,Blue Amsonia,common_name,blue amsonia
Amsonia ciliata,Fringed bluestar,common_name,fringed bluestar
Aquilegia canadensis,Aquilegia canadensis,scientific,aquilegia canadensis
Aquilegia canadensis,Eastern Red Columbine,common_name,eastern red columbine
Aquilegia canadensis,Wild Red Columbine,common_name,wild red columbine
Argemone polyanthemos,Argemone polyanthemos,scientific,argemone polyanthemos
Argemone polyanthemos,White Prickly Poppy,common_name,white prickly poppy
Argemone sanguinea,Argemone sanguinea,scientific,argemone sanguinea
Argemone sanguinea,Red Pricklypoppy,common_name,red pricklypoppy
Argemone sanguinea,Rose Prickly Poppy,common_name,rose prickly poppy
Argemone sanguinea,Red Prickly Poppy,common_name,red prickly poppy
Aristolochia erecta,Aristolochia erecta,scientific,aristolochia erecta
Aristolochia erecta,Swanflower,common_name,swanflower
Asclepias asperula,Asclepias asperula,scientific,asclepias asperula
Asclepias asperula,Antelope-horns,common_name,antelope horns
Asclepias asperula,Spider Milkweed,common_name,spider milkweed
Asclepias asperula,Green-flowered Milkweed,common_name,green flowered milkweed
Asclepias asperula,Spider Antelope-horns,common_name,spider antelope horns
Asclepias asperula,Antelope Horn Milkweed,npsot_common_name,antelope horn milkweed
Asclepias incarnata,Asclepias incarnata,scientific,asclepias incarnata
Asclepias incarnata,Swamp Milkweed,common_name,swamp milkweed
Asclepias incarnata,Pink Milkweed,common_name,pink milkweed
Asclepias oenotheroides,Asclepias oenotheroides,scientific,asclepias oenotheroides
Asclepias oenotheroides,Zizotes Milkweed,common_name,zizotes milkweed
Asclepias oenotheroides,Hierba De Zizotes,common_name,hierba de zizotes
Asclepias oenotheroides,Side-cluster Milkweed,common_name,side cluster milkweed
Asclepias oenotheroides,Longhorn Milkweed,common_name,longhorn milkweed
Asclepias oenotheroides,Primrose Milkweed,common_name,primrose milkweed
Asclepias oenotheroides,Lindheimer's Milkweed,common_name,lindheimer s milkweed
Asclepias texana,Asclepias texana,scientific,asclepias texana
Asclepias texana,Texas Milkweed,common_name,texas milkweed
Asclepias tuberosa,Asclepias tuberosa,scientific,asclepias tuberosa
Asclepias tuberosa,Butterflyweed,common_name,butterflyweed
Asclepias tuberosa,Butterfly Weed,common_name,butterfly weed
Asclepias tuberosa,Butterfly Milkweed,common_name,butterfly milkweed
Asclepias tuberosa,Orange Milkweed,common_name,orange milkweed
Asclepias tuberosa,Pleurisy Root,common_name,pleurisy root
Asclepias tuberosa,Chigger Flower,common_name,chigger flower
Asclepias tuberosa,Chiggerweed,common_name,chiggerweed
Asclepias viridis,Asclepias viridis,scientific,asclepias viridis
Asclepias viridis,Green Milkweed,common_name,green milkweed
Asclepias viridis,Spider Milkweed,common_name,spider milkweed
Baptisia bracteata,Baptisia bracteata,scientific,baptisia bracteata
Baptisia bracteata,Wild Indigo,common_name,wild indigo
Berlandiera lyrata,Berlandiera lyrata,scientific,berlandiera lyrata
Berlandiera lyrata,Chocolate Daisy,common_name,chocolate daisy
Berlandiera lyrata,Chocolate Flower,common_name,chocolate flower
Berlandiera lyrata,Lyreleaf Greeneyes,common_name,lyreleaf greeneyes
Berlandiera lyrata,Green-eyed Lyre Leaf,common_name,green eyed lyre leaf
Brickellia eupatorioides,Brickellia eupatorioides,scientific,brickellia eupatorioides
Brickellia eupatorioides,False Boneset,common_name,false boneset
Callirhoe involucrata,Callirhoe involucrata,scientific,callirhoe involucrata
Callirhoe involucrata,Winecup,common_name,winecup
Callirhoe involucrata,Purple Poppy Mallow,common_name,purple poppy mallow
Calylophus berlandieri,Calylophus berlandieri,scientific,calylophus berlandieri
Calylophus berlandieri,Berlandier's Sundrops,common_name,berlandier s sundrops
Calylophus berlandieri,Square-bud Primrose,common_name,square bud primrose
Calylophus berlandieri,Sundrops,common_name,sundrops
Calyptocarpus vialis,Calyptocarpus vialis,scientific,calyptocarpus vialis
Calyptocarpus vialis,Horseherb,common_name,horseherb
Capsicum annuum,Capsicum annuum,scientific,capsicum annuum
Capsicum annuum,Chile Tepin,common_name,chile tepin
Capsicum annuum,Chile Pequin,common_name,chile pequin
Capsicum annuum,Chiltepin,common_name,chiltepin
Capsicum annuum,Chile Petin,common_name,chile petin
Capsicum annuum,Bird Pepper,common_name,bird pepper
Capsicum annuum,Turkey Pepper,common_name,turkey pepper
Capsicum annuum,Cayenne Pepper,common_name,cayenne pepper
Carex blanda,Carex blanda,scientific,carex blanda
Carex blanda,Eastern Woodland Sedge,common_name,eastern woodland sedge
Carex blanda,Creek Sedge,common_name,creek sedge
Carex blanda,Common Wood Sedge,common_name,common wood sedge
Carex cherokeensis,Carex cherokeensis,scientific,carex cherokeensis
Carex cherokeensis,Cherokee Sedge,common_name,cherokee sedge
Carex emoryi,Carex emoryi,scientific,carex emoryi
Carex emoryi,Emory's Sedge,common_name,emory s sedge
Carex emoryi,Emory Sedge,common_name,emory sedge
Carex perdentata,Carex perdentata,scientific,carex perdentata
Carex perdentata,Sand Sedge,common_name,sand sedge
Carex perdentata,Meadow Sedge,common_name,meadow sedge
Carex texensis,Carex texensis,scientific,carex texensis
Carex texensis,Texas Sedge,common_name,texas sedge
Chaetopappa ericoides,Chaetopappa ericoides,scientific,chaetopappa ericoides
Chaetopappa ericoides,Rose Heath,common_name,rose heath
Chamaecrista fasciculata,Chamaecrista fasciculata,scientific,chamaecrista fasciculata
Chamaecrista fasciculata,Partridge Pea,common_name,partridge pea
Chamaecrista fasciculata,Sleepingplant,common_name,sleepingplant
Chamaecrista fasciculata,Sensitive Plant,common_name,sensitive plant
Commelina erecta,Commelina erecta,scientific,commelina erecta
Commelina erecta,Dayflower,common_name,dayflower
Commelina erecta,Widow's Tears,common_name,widow s tears
Commelina erecta,White-mouth Dayflower,common_name,white mouth dayflower
Commelina erecta,Whitemouth Dayflower,common_name,whitemouth dayflower
Conoclinium coelestinum,Conoclinium coelestinum,scientific,conoclinium coelestinum
Conoclinium coelestinum,Blue Mistflower,common_name,blue mistflower
Conoclinium coelestinum,Wild Ageratum,common_name,wild ageratum
Conoclinium coelestinum,Blue Boneset,common_name,blue boneset
Conoclinium coelestinum,Blue Boneset | Gregg's Mistflower,microregion_common_name,blue boneset gregg s mistflower
Conoclinium coelestinum,Palmleaf Thoroughwort,microregion_common_name,palmleaf thoroughwort
Conoclinium coelestinum,Palm-leaf Mistflower,microregion_common_name,palm leaf mistflower
Conoclinium coelestinum,Palm-leaf Thoroughwort,microregion_common_name,palm leaf thoroughwort
Conoclinium coelestinum,Purple Palmleaf Mistflower,microregion_common_name,purple palmleaf mistflower
Conoclinium coelestinum,Purple Palmleaf Eupatorium,microregion_common_name,purple palmleaf eupatorium
Coreopsis basalis,Coreopsis basalis,scientific,coreopsis basalis
Coreopsis basalis,Goldenmane Tickseed,common_name,goldenmane tickseed
Coreopsis basalis,Golden-wave,common_name,golden wave
Coreopsis basalis,Golden Tickseed,npsot_common_name,golden tickseed
Coreopsis lanceolata,Coreopsis lanceolata,scientific,coreopsis lanceolata
Coreopsis lanceolata,Lanceleaf Coreopsis,common_name,lanceleaf coreopsis
Coreopsis lanceolata,Lance-leaved Coreopsis,common_name,lance leaved coreopsis
Coreopsis lanceolata,Lanceleaf Tickseed,common_name,lanceleaf tickseed
Coreopsis lanceolata,Sand Coreopsis,common_name,sand coreopsis
Croton texensis,Croton texensis,scientific,croton texensis
Croton texensis,Texas Croton,common_name,texas croton
Croton texensis,Doveweed,common_name,doveweed
Croton texensis,Texas Goatweed,common_name,texas goatweed
Dalea aurea,Dalea aurea,scientific,dalea aurea
Dalea aurea,Golden Dalea,common_name,golden dalea
Dalea aurea,Golden Prairie Clover,common_name,golden prairie clover
Dalea purpurea,Dalea purpurea,scientific,dalea purpurea
Dalea purpurea,Purple Prairie Clover,common_name,purple prairie clover
Datura wrightii,Datura wrightii,scientific,datura wrightii
Datura wrightii,Jimsonweed,common_name,jimsonweed
Datura wrightii,Sacred Thorn-apple,common_name,sacred thorn apple
Datura wrightii,Thorn-apple,common_name,thorn apple
Datura wrightii,Angel Trumpet,common_name,angel trumpet
Datura wrightii,Sacred Datura,common_name,sacred datura
Datura wrightii,Western Jimson Weed,common_name,western jimson weed
Delphinium carolinianum,Delphinium carolinianum,scientific,delphinium carolinianum
Delphinium carolinianum,Larkspur,common_name,larkspur
Delphinium carolinianum,Carolina larkspur,common_name,carolina larkspur
Delphinium carolinianum,Prairie Larkspur,npsot_common_name,prairie larkspur
Desmanthus illinoensis,Desmanthus illinoensis,scientific,desmanthus illinoensis
Desmanthus illinoensis,Illinois Bundleflower,common_name,illinois bundleflower
Desmanthus illinoensis,Bundleflower,common_name,bundleflower
Desmanthus illinoensis,Prairie Bundle Flower,common_name,prairie bundle flower
Desmanthus illinoensis,Prickleweed,common_name,prickleweed
Desmanthus illinoensis,Illinois Desmanthus,common_name,illinois desmanthus
Desmanthus illinoensis,Prairie Mimosa,common_name,prairie mimosa
Dichondra carolinensis,Dichondra carolinensis,scientific,dichondra carolinensis
Dichondra carolinensis,Carolina Ponyfoot,common_name,carolina ponyfoot
Dichondra carolinensis,Ponyfoot,common_name,ponyfoot
Dracopis amplexicaulis,Dracopis amplexicaulis,scientific,dracopis amplexicaulis
Dracopis amplexicaulis,Clasping Coneflower,common_name,clasping coneflower
Dracopis amplexicaulis,Clasping-leaf Coneflower,common_name,clasping leaf coneflower
Dyschoriste linearis,Dyschoriste linearis,scientific,dyschoriste linearis
Dyschoriste linearis,Snake Herb,common_name,snake herb
Dyschoriste linearis,Polkadots,common_name,polkadots
Dyschoriste linearis,Narrowleaf Dyschoriste,common_name,narrowleaf dyschoriste
Dyschoriste linearis,Snakeherb,npsot_common_name,snakeherb
Echinacea angustifolia,Echinacea angustifolia,scientific,echinacea angustifolia
Echinacea angustifolia,Black Samson,common_name,black samson
Echinacea angustifolia,Black Samson Echinacea,common_name,black samson echinacea
Echinacea angustifolia,Narrow-leaf Coneflower,common_name,narrow leaf coneflower
Engelmannia peristenia,Engelmannia peristenia,scientific,engelmannia peristenia
Engelmannia peristenia,Engelmann's Daisy,common_name,engelmann s daisy
Engelmannia peristenia,Engelmann Daisy,common_name,engelmann daisy
Engelmannia peristenia,Cutleaf Daisy,common_name,cutleaf daisy
Erigeron philadelphicus,Erigeron philadelphicus,scientific,erigeron philadelphicus
Erigeron philadelphicus,Philadelphia Fleabane,common_name,philadelphia fleabane
Eriogonum longifolium,Eriogonum longifolium,scientific,eriogonum longifolium
Eriogonum longifolium,Longleaf Buckwheat,common_name,longleaf buckwheat
Eriogonum longifolium,Longleaf Wild Buckwheat,common_name,longleaf wild buckwheat
Eryngium leavenworthii,Eryngium leavenworthii,scientific,eryngium leavenworthii
Eryngium leavenworthii,Leavenworth's Eryngo,common_name,leavenworth s eryngo
Eryngium leavenworthii,Eryngo,common_name,eryngo
Eryngium leavenworthii,False Purple Thistle,common_name,false purple thistle
Eryngium leavenworthii,Leavenworth Eryngo,npsot_common_name,leavenworth eryngo
Eryngium yuccifolium,Eryngium yuccifolium,scientific,eryngium yuccifolium
Eryngium yuccifolium,Rattlesnake Master,common_name,rattlesnake master
Eryngium yuccifolium,Button Eryngo,common_name,button eryngo
Eryngium yuccifolium,Button Snakeroot,common_name,button snakeroot
Eryngium yuccifolium,Beargrass,common_name,beargrass
Eryngium yuccifolium,Bear's Grass,common_name,bear s grass
Eustoma exaltatum,Eustoma exaltatum,scientific,eustoma exaltatum
Eustoma exaltatum,Catchfly Prairie Gentian,common_name,catchfly prairie gentian
Eustoma exaltatum,Bluebell Gentian,common_name,bluebell gentian
Eustoma exaltatum,Western Blue Gentian,common_name,western blue gentian
Eustoma exaltatum,Blue Marsh Lily,common_name,blue marsh lily
Eustoma exaltatum,Small Bluebell,common_name,small bluebell
Eustoma exaltatum,Catchfly Gentian,common_name,catchfly gentian
Eustoma exaltatum,Seaside Gentian,common_name,seaside gentian
Fleischmannia incarnata,Fleischmannia incarnata,scientific,fleischmannia incarnata
Fleischmannia incarnata,Pink Thoroughwort,common_name,pink thoroughwort
Gaillardia aestivalis,Gaillardia aestivalis,scientific,gaillardia aestivalis
Gaillardia aestivalis,Lanceleaf blanketflower,common_name,lanceleaf blanketflower
Gaillardia amblyodon,Gaillardia amblyodon,scientific,gaillardia amblyodon
Gaillardia amblyodon,Maroon Blanket Flower,common_name,maroon blanket flower
Gaillardia pulchella,Gaillardia pulchella,scientific,gaillardia pulchella
Gaillardia pulchella,Indian Blanket,common_name,indian blanket
Gaillardia pulchella,Firewheel,common_name,firewheel
Gaillardia pulchella,Girasol Rojo,common_name,girasol rojo
Gaillardia suavis,Gaillardia suavis,scientific,gaillardia suavis
Gaillardia suavis,Pincushion Daisy,common_name,pincushion daisy
Gaillardia suavis,Fragrant Gaillardia,common_name,fragrant gaillardia
Gaillardia suavis,Rayless Gaillardia,common_name,rayless gaillardia
Gaillardia suavis,Perfumeballs,common_name,perfumeballs
Geum canadense,Geum canadense,scientific,geum canadense
Geum canadense,White Avens,common_name,white avens
Glandularia bipinnatifida,Glandularia bipinnatifida,scientific,glandularia bipinnatifida
Glandularia bipinnatifida,Prairie Verbena,common_name,prairie verbena
Glandularia bipinnatifida,Purple Prairie Verbena,common_name,purple prairie verbena
Glandularia bipinnatifida,Dakota Vervain,common_name,dakota vervain
Glandularia bipinnatifida,Dakota Mock Vervain,common_name,dakota mock vervain
Glandularia bipinnatifida,Moradilla,common_name,moradilla
Glandularia bipinnatifida,Alfombrilla,common_name,alfombrilla
Grindelia lanceolata,Grindelia lanceolata,scientific,grindelia lanceolata
Grindelia lanceolata,Narrowleaf Gumweed,common_name,narrowleaf gumweed
Grindelia squarrosa,Grindelia squarrosa,scientific,grindelia squarrosa
Grindelia squarrosa,Curlycup Gumweed,common_name,curlycup gumweed
Hedeoma acinoides,Hedeoma acinoides,scientific,hedeoma acinoides
Hedeoma acinoides,Pannyroyal (annual),common_name,pannyroyal annual
Hedeoma acinoides,Slender False Pennyroyal,common_name,slender false pennyroyal
Hedeoma reverchonii,Hedeoma reverchonii,scientific,hedeoma reverchonii
Hedeoma reverchonii,Reverchon's False Pennyroyal,common_name,reverchon s false pennyroyal
Helenium amarum,Helenium amarum,scientific,helenium amarum
Helenium amarum,Southern Wild Hyacinth,common_name,southern wild hyacinth
Helenium amarum,Bitter Sneezeweed,npsot_common_name,bitter sneezeweed
Helenium autumnale,Helenium autumnale,scientific,helenium autumnale
Helenium autumnale,Common Sneezeweed,common_name,common sneezeweed
Helenium autumnale,Fall Sneezeweed,common_name,fall sneezeweed
Helenium autumnale,Autumn Sneezeweed,common_name,autumn sneezeweed
Helianthus maximiliani,Helianthus maximiliani,scientific,helianthus maximiliani
Helianthus maximiliani,Maximilian Sunflower,common_name,maximilian sunflower
Helianthus maximiliani,Max Sunflower,common_name,max sunflower
Hibiscus laevis,Hibiscus laevis,scientific,hibiscus laevis
Hibiscus laevis,Halberdleaf Rosemallow,common_name,halberdleaf rosemallow
Hibiscus laevis,Halberdleaf Hibiscus,common_name,halberdleaf hibiscus
Hibiscus laevis,Scarlet Rose Mallow,common_name,scarlet rose mallow
Hibiscus laevis,Halberd-leaved Hibiscus,common_name,halberd leaved hibiscus
Hibiscus laevis,Halberd-leaved Rose-mallow,common_name,halberd leaved rose mallow
Hibiscus laevis,Halberd Leaf Hibiscus,npsot_common_name,halberd leaf hibiscus
Hibiscus moscheutos,Hibiscus moscheutos,scientific,hibiscus moscheutos
Hibiscus moscheutos,Crimson-eyed Rose-mallow,common_name,crimson eyed rose mallow
Hibiscus moscheutos,Marshmallow Hibiscus,common_name,marshmallow hibiscus
Hydrocotyle umbellata,Hydrocotyle umbellata,scientific,hydrocotyle umbellata
Hydrocotyle umbellata,Manyflower Marsh-pennywort,common_name,manyflower marsh pennywort
Hydrocotyle umbellata,Many-flowered Marsh-pennywort,common_name,many flowered marsh pennywort
Hydrocotyle umbellata,Marsh Pennywort,common_name,marsh pennywort
Hydrocotyle umbellata,Water Pennywort,common_name,water pennywort
Hydrocotyle umbellata,Money Plant,common_name,money plant
Ipomopsis rubra,Ipomopsis rubra,scientific,ipomopsis rubra
Ipomopsis rubra,Standing Cypress,common_name,standing cypress
Ipomopsis rubra,Texas Plume,common_name,texas plume
Ipomopsis rubra,Red Texas Star,common_name,red texas star
Ipomopsis rubra,Red Gilia,common_name,red gilia
Justicia americana,Justicia americana,scientific,justicia americana
Justicia americana,American Water-willow,common_name,american water willow
Justicia americana,Water-willow,common_name,water willow
Liatris punctata var. mucronata,Liatris punctata var. mucronata,scientific,liatris punctata var mucronata
Liatris punctata var. mucronata,Gayfeather,common_name,gayfeather
Lindheimera texana,Lindheimera texana,scientific,lindheimera texana
Lindheimera texana,Texas Yellowstar,common_name,texas yellowstar
Lindheimera texana,Texas Star,common_name,texas star
Lindheimera texana,Texas Yellow-star,common_name,texas yellow star
Lindheimera texana,Lindheimer Daisy,common_name,lindheimer daisy
Lobelia cardinalis,Lobelia cardinalis,scientific,lobelia cardinalis
Lobelia cardinalis,Cardinal Flower,common_name,cardinal flower
Ludwigia octovalvis,Ludwigia octovalvis,scientific,ludwigia octovalvis
Ludwigia octovalvis,Mexican Primrose-willow,common_name,mexican primrose willow
Ludwigia octovalvis,Narrow-leaf Water Primrose,common_name,narrow leaf water primrose
Ludwigia octovalvis,Seedbox,common_name,seedbox
Lupinus texensis,Lupinus texensis,scientific,lupinus texensis
Lupinus texensis,Texas Bluebonnet,common_name,texas bluebonnet
Lupinus texensis,Bluebonnet,common_name,bluebonnet
Lupinus texensis,Texas Lupine,common_name,texas lupine
Lupinus texensis,Buffalo Clover,common_name,buffalo clover
Lupinus texensis,Wolf Flower,common_name,wolf flower
Marshallia caespitosa,Marshallia caespitosa,scientific,marshallia caespitosa
Marshallia caespitosa,Barbara's-buttons,common_name,barbara s buttons
Marshallia caespitosa,Puffballs,common_name,puffballs
Marshallia caespitosa,White Barbara's-buttons,common_name,white barbara s buttons
Melampodium leucanthum,Melampodium leucanthum,scientific,melampodium leucanthum
Melampodium leucanthum,Blackfoot Daisy,common_name,blackfoot daisy
Melampodium leucanthum,Rock Daisy,common_name,rock daisy
Melampodium leucanthum,Plains Blackfoot,common_name,plains blackfoot
Melampodium leucanthum,Arnica,common_name,arnica
Menodora longiflora,Menodora longiflora,scientific,menodora longiflora
Menodora longiflora,Showy Menodora,common_name,showy menodora
Menodora longiflora,Longflower menodora,common_name,longflower menodora
Monarda citriodora,Monarda citriodora,scientific,monarda citriodora
Monarda citriodora,Lemon Beebalm,common_name,lemon beebalm
Monarda citriodora,Purple Horsemint,common_name,purple horsemint
Monarda citriodora,Lemon Mint,common_name,lemon mint
Monarda citriodora,Plains Horsemint,common_name,plains horsemint
Monarda citriodora,Lemon Horsemint,common_name,lemon horsemint
Monarda citriodora,Horsemint,common_name,horsemint
Monarda citriodora,Purple Lemon Mint,common_name,purple lemon mint
Monarda fistulosa,Monarda fistulosa,scientific,monarda fistulosa
Monarda fistulosa,Wild Bergamot,common_name,wild bergamot
Monarda fistulosa,Beebalm,npsot_common_name,beebalm
Monarda punctata,Monarda punctata,scientific,monarda punctata
Monarda punctata,Spotted Beebalm,common_name,spotted beebalm
Nemophila phacelioides,Nemophila phacelioides,scientific,nemophila phacelioides
Nemophila phacelioides,Texas Baby Blue Eyes,common_name,texas baby blue eyes
Nemophila phacelioides,Large-flower Baby-blue-eyes,common_name,large flower baby blue eyes
Nemophila phacelioides,Baby Blue-eyes,common_name,baby blue eyes
Nemophila phacelioides,Flannel Breeches,common_name,flannel breeches
Neptunia lutea,Neptunia lutea,scientific,neptunia lutea
Neptunia lutea,Yellow Sensitive Briar,common_name,yellow sensitive briar
Neptunia lutea,Yellow Puff,common_name,yellow puff
Oenothera jamesii,Oenothera jamesii,scientific,oenothera jamesii
Oenothera jamesii,Trumpet Evening-primrose,common_name,trumpet evening primrose
Oenothera jamesii,River Primrose,common_name,river primrose
